region,category,parameter,mode,powertrain,year,unit,value
China,Projection-APS,Oil displacement Mbd,Buses,EV,2025,Milion barrels per day,0.11999999731779099
China,Projection-APS,Oil displacement Mbd,Trucks,EV,2025,Milion barrels per day,0.014000000432133675
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2025,charging points,1400000
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2025,charging points,2100000
China,Projection-APS,EV charging points,EV,Publicly available fast,2025,charging points,1600000
China,Projection-APS,EV charging points,EV,Publicly available slow,2025,charging points,2300000
China,Projection-STEPS,EV stock share,Buses,EV,2025,percent,22
China,Projection-STEPS,EV sales share,Trucks,EV,2025,percent,3
China,Projection-STEPS,EV stock share,Trucks,EV,2025,percent,0.8799999952316284
China,Projection-STEPS,EV sales share,Vans,EV,2025,percent,31
China,Projection-STEPS,EV stock share,Vans,EV,2025,percent,7
China,Projection-STEPS,EV sales share,Cars,EV,2025,percent,35
China,Projection-STEPS,EV stock share,Cars,EV,2025,percent,10
China,Projection-STEPS,EV sales share,Buses,EV,2025,percent,35
China,Projection-STEPS,Electricity demand,Cars,PHEV,2025,GWh,10000
China,Projection-STEPS,EV sales,Buses,BEV,2025,sales,210000
China,Projection-STEPS,EV sales,Buses,PHEV,2025,sales,3800
China,Projection-STEPS,EV sales,Trucks,BEV,2025,sales,39000
China,Projection-STEPS,EV sales,Trucks,PHEV,2025,sales,29000
China,Projection-STEPS,EV sales,Vans,BEV,2025,sales,450000
China,Projection-STEPS,EV sales,Vans,PHEV,2025,sales,23000
China,Projection-STEPS,EV sales,Cars,BEV,2025,sales,7500000
China,Projection-STEPS,EV sales,Cars,PHEV,2025,sales,1000000
China,Projection-STEPS,EV stock,Buses,BEV,2025,stock,1400000
China,Projection-STEPS,EV stock,Buses,PHEV,2025,stock,55000
China,Projection-STEPS,EV stock,Trucks,BEV,2025,stock,170000
China,Projection-STEPS,EV stock,Trucks,PHEV,2025,stock,81000
China,Projection-STEPS,EV stock,Vans,BEV,2025,stock,1300000
China,Projection-STEPS,EV stock,Vans,PHEV,2025,stock,56000
China,Projection-STEPS,EV stock,Cars,BEV,2025,stock,33000000
China,Projection-STEPS,EV stock,Cars,PHEV,2025,stock,5300000
China,Projection-STEPS,Electricity demand,Buses,BEV,2025,GWh,28000
China,Projection-STEPS,Electricity demand,Buses,PHEV,2025,GWh,1100
China,Projection-STEPS,Electricity demand,Trucks,BEV,2025,GWh,3200
China,Projection-STEPS,Electricity demand,Trucks,PHEV,2025,GWh,710
China,Projection-STEPS,Electricity demand,Vans,BEV,2025,GWh,3600
China,Projection-STEPS,Electricity demand,Vans,PHEV,2025,GWh,170
China,Projection-STEPS,Electricity demand,Cars,BEV,2025,GWh,57000
China,Projection-APS,EV sales share,Trucks,EV,2025,percent,4
China,Projection-APS,EV stock share,Trucks,EV,2025,percent,0.8100000023841858
China,Projection-APS,EV sales share,Vans,EV,2025,percent,34
China,Projection-APS,EV stock share,Vans,EV,2025,percent,8
China,Projection-APS,EV stock share,Cars,EV,2025,percent,10
China,Projection-APS,EV sales share,Cars,EV,2025,percent,37
China,Projection-APS,EV sales share,Buses,EV,2025,percent,49
China,Projection-APS,EV stock share,Buses,EV,2025,percent,25
China,Projection-APS,EV sales,Cars,PHEV,2025,sales,1300000
China,Projection-APS,EV stock,Buses,BEV,2025,stock,1600000
China,Projection-APS,EV stock,Buses,PHEV,2025,stock,66000
China,Projection-APS,EV stock,Trucks,BEV,2025,stock,200000
China,Projection-APS,EV stock,Trucks,PHEV,2025,stock,28000
China,Projection-APS,EV stock,Vans,BEV,2025,stock,1400000
China,Projection-APS,EV stock,Vans,PHEV,2025,stock,110000
China,Projection-APS,EV stock,Cars,BEV,2025,stock,33000000
China,Projection-APS,EV stock,Cars,PHEV,2025,stock,6300000
China,Projection-APS,Electricity demand,Buses,BEV,2025,GWh,33000
China,Projection-APS,Electricity demand,Buses,PHEV,2025,GWh,1400
China,Projection-APS,Electricity demand,Trucks,BEV,2025,GWh,3900
China,Projection-APS,Electricity demand,Trucks,PHEV,2025,GWh,210
China,Projection-APS,Electricity demand,Vans,BEV,2025,GWh,3800
China,Projection-APS,Electricity demand,Vans,PHEV,2025,GWh,380
China,Projection-APS,Electricity demand,Cars,BEV,2025,GWh,56000
China,Projection-APS,Electricity demand,Cars,PHEV,2025,GWh,12000
China,Projection-APS,EV sales,Buses,BEV,2025,sales,300000
China,Projection-APS,EV sales,Buses,PHEV,2025,sales,7800
China,Projection-APS,EV sales,Trucks,BEV,2025,sales,73000
China,Projection-APS,EV sales,Trucks,PHEV,2025,sales,4400
China,Projection-APS,EV sales,Vans,BEV,2025,sales,470000
China,Projection-APS,EV sales,Vans,PHEV,2025,sales,52000
China,Projection-APS,EV sales,Cars,BEV,2025,sales,7500000
China,Projection-APS,Oil displacement Mbd,Vans,EV,2025,Milion barrels per day,0.03999999910593033
China,Projection-APS,Oil displacement Mbd,Cars,EV,2025,Milion barrels per day,0.4099999964237213
China,Projection-APS,Oil displacement Mlge,Buses,EV,2025,Milion litres gasoline equivalent,7100
China,Projection-APS,Oil displacement Mlge,Trucks,EV,2025,Milion litres gasoline equivalent,820
China,Projection-APS,Oil displacement Mlge,Vans,EV,2025,Milion litres gasoline equivalent,2400
China,Projection-APS,Oil displacement Mlge,Cars,EV,2025,Milion litres gasoline equivalent,25000
China,Projection-STEPS,Oil displacement Mbd,Buses,EV,2025,Milion barrels per day,0.09099999815225601
China,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2025,Milion barrels per day,0.014000000432133675
China,Projection-STEPS,Oil displacement Mbd,Vans,EV,2025,Milion barrels per day,0.035999998450279236
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2025,Milion barrels per day,0.3700000047683716
China,Projection-STEPS,Oil displacement Mlge,Buses,EV,2025,Milion litres gasoline equivalent,5400
China,Projection-STEPS,Oil displacement Mlge,Trucks,EV,2025,Milion litres gasoline equivalent,830
China,Projection-STEPS,Oil displacement Mlge,Vans,EV,2025,Milion litres gasoline equivalent,2200
China,Projection-STEPS,Oil displacement Mlge,Cars,EV,2025,Milion litres gasoline equivalent,22000
China,Projection-APS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,0.1599999964237213
China,Projection-APS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,0.0860000029206276
China,Projection-APS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,0.09799999743700027
China,Projection-APS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,1
China,Projection-APS,Oil displacement Mlge,Buses,EV,2030,Milion litres gasoline equivalent,9500
China,Projection-APS,Oil displacement Mlge,Trucks,EV,2030,Milion litres gasoline equivalent,5100
China,Projection-APS,Oil displacement Mlge,Vans,EV,2030,Milion litres gasoline equivalent,5900
China,Projection-APS,Oil displacement Mlge,Cars,EV,2030,Milion litres gasoline equivalent,60000
China,Projection-STEPS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,0.12999999523162842
China,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,0.10999999940395355
China,Projection-STEPS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,0.09300000220537186
China,Projection-STEPS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,0.9900000095367432
China,Projection-STEPS,Oil displacement Mlge,Buses,EV,2030,Milion litres gasoline equivalent,7600
China,Projection-STEPS,Oil displacement Mlge,Trucks,EV,2030,Milion litres gasoline equivalent,6600
China,Projection-STEPS,Oil displacement Mlge,Vans,EV,2030,Milion litres gasoline equivalent,5600
China,Projection-STEPS,Oil displacement Mlge,Cars,EV,2030,Milion litres gasoline equivalent,59000
China,Projection-APS,EV sales,Buses,BEV,2030,sales,180000
China,Projection-APS,EV sales,Buses,PHEV,2030,sales,3500
China,Projection-APS,EV sales,Trucks,BEV,2030,sales,200000
China,Projection-APS,EV sales,Trucks,PHEV,2030,sales,38000
China,Projection-APS,EV sales,Vans,BEV,2030,sales,520000
China,Projection-APS,EV sales,Vans,PHEV,2030,sales,45000
China,Projection-APS,EV sales,Cars,BEV,2030,sales,10000000
China,Projection-APS,EV sales,Cars,PHEV,2030,sales,850000
China,Projection-APS,EV stock,Buses,BEV,2030,stock,2400000
China,Projection-APS,EV stock,Buses,PHEV,2030,stock,78000
China,Projection-APS,EV stock,Trucks,BEV,2030,stock,990000
China,Projection-APS,EV stock,Trucks,PHEV,2030,stock,130000
China,Projection-APS,EV stock,Vans,BEV,2030,stock,3800000
China,Projection-APS,EV stock,Vans,PHEV,2030,stock,350000
China,Projection-APS,EV stock,Cars,BEV,2030,stock,78000000
China,Projection-APS,EV stock,Cars,PHEV,2030,stock,11000000
China,Projection-APS,Electricity demand,Buses,BEV,2030,GWh,66000
China,Projection-APS,Electricity demand,Buses,PHEV,2030,GWh,1700
China,Projection-APS,Electricity demand,Trucks,BEV,2030,GWh,32000
China,Projection-APS,Electricity demand,Trucks,PHEV,2030,GWh,1400
China,Projection-APS,Electricity demand,Vans,BEV,2030,GWh,17000
China,Projection-APS,Electricity demand,Vans,PHEV,2030,GWh,1500
China,Projection-APS,Electricity demand,Cars,BEV,2030,GWh,130000
China,Projection-APS,Electricity demand,Cars,PHEV,2030,GWh,24000
China,Projection-APS,EV sales share,Buses,EV,2030,percent,60
China,Projection-APS,EV sales share,Cars,EV,2030,percent,54
China,Projection-APS,EV stock share,Cars,EV,2030,percent,20
China,Projection-APS,EV stock share,Vans,EV,2030,percent,20
China,Projection-APS,EV sales share,Vans,EV,2030,percent,58
China,Projection-APS,EV stock share,Trucks,EV,2030,percent,4
China,Projection-APS,EV sales share,Trucks,EV,2030,percent,12
China,Projection-APS,EV stock share,Buses,EV,2030,percent,36
China,Projection-STEPS,EV sales,Buses,BEV,2030,sales,150000
China,Projection-STEPS,EV sales,Buses,PHEV,2030,sales,2700
China,Projection-STEPS,EV sales,Trucks,BEV,2030,sales,130000
China,Projection-STEPS,EV sales,Trucks,PHEV,2030,sales,98000
China,Projection-STEPS,EV sales,Vans,BEV,2030,sales,460000
China,Projection-STEPS,EV sales,Vans,PHEV,2030,sales,39000
China,Projection-STEPS,EV sales,Cars,BEV,2030,sales,9700000
China,Projection-STEPS,EV sales,Cars,PHEV,2030,sales,700000
China,Projection-STEPS,EV stock,Buses,BEV,2030,stock,2000000
China,Projection-STEPS,EV stock,Buses,PHEV,2030,stock,61000
China,Projection-STEPS,EV stock,Trucks,BEV,2030,stock,590000
China,Projection-STEPS,EV stock,Trucks,PHEV,2030,stock,400000
China,Projection-STEPS,EV stock,Vans,BEV,2030,stock,3600000
China,Projection-STEPS,EV stock,Vans,PHEV,2030,stock,220000
China,Projection-STEPS,EV stock,Cars,BEV,2030,stock,79000000
China,Projection-STEPS,EV stock,Cars,PHEV,2030,stock,9200000
China,Projection-STEPS,Electricity demand,Buses,BEV,2030,GWh,54000
China,Projection-STEPS,Electricity demand,Buses,PHEV,2030,GWh,1000
China,Projection-STEPS,Electricity demand,Trucks,BEV,2030,GWh,21000
China,Projection-STEPS,Electricity demand,Trucks,PHEV,2030,GWh,4100
China,Projection-STEPS,Electricity demand,Vans,BEV,2030,GWh,16000
China,Projection-STEPS,Electricity demand,Vans,PHEV,2030,GWh,630
China,Projection-STEPS,Electricity demand,Cars,BEV,2030,GWh,130000
China,Projection-STEPS,Electricity demand,Cars,PHEV,2030,GWh,15000
China,Projection-STEPS,EV sales share,Buses,EV,2030,percent,48
China,Projection-STEPS,EV stock share,Cars,EV,2030,percent,20
China,Projection-STEPS,EV sales share,Cars,EV,2030,percent,53
China,Projection-STEPS,EV stock share,Vans,EV,2030,percent,18
China,Projection-STEPS,EV sales share,Vans,EV,2030,percent,51
China,Projection-STEPS,EV stock share,Trucks,EV,2030,percent,3
China,Projection-STEPS,EV sales share,Trucks,EV,2030,percent,11
China,Projection-STEPS,EV stock share,Buses,EV,2030,percent,30
China,Projection-APS,EV charging points,EV,Publicly available fast,2030,charging points,4100000
China,Projection-APS,EV charging points,EV,Publicly available slow,2030,charging points,5200000
China,Projection-STEPS,EV charging points,EV,Publicly available fast,2030,charging points,3800000
China,Projection-STEPS,EV charging points,EV,Publicly available slow,2030,charging points,4800000
Denmark,Historical,EV stock share,Cars,EV,2010,percent,0.003700000001117587
Denmark,Historical,EV sales share,Cars,EV,2010,percent,0.03099999949336052
Denmark,Historical,EV sales share,Buses,EV,2010,percent,0.4000000059604645
Denmark,Historical,EV stock share,Vans,EV,2010,percent,0.00139999995008111
Denmark,Historical,EV stock share,Buses,EV,2010,percent,0.03700000047683716
Denmark,Historical,EV sales share,Trucks,EV,2010,percent,0.15000000596046448
Denmark,Historical,EV stock share,Trucks,EV,2010,percent,0.019999999552965164
Denmark,Historical,EV sales share,Vans,EV,2010,percent,0.03700000047683716
Denmark,Historical,EV sales,Cars,BEV,2010,sales,28
Denmark,Historical,EV stock,Cars,BEV,2010,stock,59
Denmark,Historical,EV stock,Cars,PHEV,2010,stock,20
Denmark,Historical,EV sales,Cars,PHEV,2010,sales,20
Denmark,Historical,EV sales,Buses,BEV,2010,sales,4
Denmark,Historical,EV stock,Buses,BEV,2010,stock,9
Denmark,Historical,EV sales,Trucks,BEV,2010,sales,4
Denmark,Historical,EV stock,Trucks,BEV,2010,stock,9
Denmark,Historical,EV stock,Vans,BEV,2010,stock,6
Denmark,Historical,EV sales,Vans,BEV,2010,sales,6
Denmark,Historical,EV sales,Vans,BEV,2011,sales,23
Denmark,Historical,EV stock,Vans,BEV,2011,stock,29
Denmark,Historical,EV stock,Trucks,BEV,2011,stock,10
Denmark,Historical,EV sales,Trucks,BEV,2011,sales,1
Denmark,Historical,EV stock,Buses,BEV,2011,stock,11
Denmark,Historical,EV sales,Buses,BEV,2011,sales,2
Denmark,Historical,EV stock,Cars,PHEV,2011,stock,20
Denmark,Historical,EV stock,Cars,BEV,2011,stock,480
Denmark,Historical,EV sales,Cars,BEV,2011,sales,420
Denmark,Historical,EV sales share,Vans,EV,2011,percent,0.09399999678134918
Denmark,Historical,EV stock share,Trucks,EV,2011,percent,0.023000000044703484
Denmark,Historical,EV sales share,Trucks,EV,2011,percent,0.027000000700354576
Denmark,Historical,EV stock share,Buses,EV,2011,percent,0.04699999839067459
Denmark,Historical,EV stock share,Vans,EV,2011,percent,0.006800000090152025
Denmark,Historical,EV sales share,Buses,EV,2011,percent,0.25
Denmark,Historical,EV sales share,Cars,EV,2011,percent,0.25
Denmark,Historical,EV stock share,Cars,EV,2011,percent,0.023000000044703484
Denmark,Historical,EV stock share,Cars,EV,2012,percent,0.0560000017285347
Denmark,Historical,EV sales share,Cars,EV,2012,percent,0.28999999165534973
Denmark,Historical,EV charging points,EV,Publicly available fast,2012,charging points,3
Denmark,Historical,EV charging points,EV,Publicly available slow,2012,charging points,450
Denmark,Historical,EV sales share,Buses,EV,2012,percent,0.12999999523162842
Denmark,Historical,EV stock share,Vans,EV,2012,percent,0.054999999701976776
Denmark,Historical,EV stock share,Buses,EV,2012,percent,0.05299999937415123
Denmark,Historical,EV stock share,Trucks,EV,2012,percent,0.023000000044703484
Denmark,Historical,EV sales share,Vans,EV,2012,percent,0.5600000023841858
Denmark,Historical,EV sales,Cars,BEV,2012,sales,490
Denmark,Historical,EV stock,Cars,BEV,2012,stock,1200
Denmark,Historical,EV stock,Cars,PHEV,2012,stock,14
Denmark,Historical,EV sales,Cars,PHEV,2012,sales,12
Denmark,Historical,EV sales,Vans,PHEV,2012,sales,8
Denmark,Historical,EV stock,Vans,PHEV,2012,stock,9
Denmark,Historical,EV sales,Buses,BEV,2012,sales,1
Denmark,Historical,EV stock,Buses,BEV,2012,stock,12
Denmark,Historical,EV stock,Trucks,BEV,2012,stock,10
Denmark,Historical,EV stock,Vans,BEV,2012,stock,220
Denmark,Historical,EV sales,Vans,BEV,2012,sales,130
Denmark,Historical,EV sales,Vans,BEV,2013,sales,100
Denmark,Historical,EV stock,Vans,BEV,2013,stock,310
Denmark,Historical,EV stock,Trucks,BEV,2013,stock,11
Denmark,Historical,EV sales,Trucks,BEV,2013,sales,1
Denmark,Historical,EV stock,Buses,BEV,2013,stock,15
Denmark,Historical,EV sales,Buses,BEV,2013,sales,3
Denmark,Historical,EV stock,Vans,PHEV,2013,stock,12
Denmark,Historical,EV sales,Vans,PHEV,2013,sales,2
Denmark,Historical,EV sales,Cars,PHEV,2013,sales,10
Denmark,Historical,EV stock,Cars,PHEV,2013,stock,14
Denmark,Historical,EV stock,Cars,BEV,2013,stock,1500
Denmark,Historical,EV sales,Cars,BEV,2013,sales,500
Denmark,Historical,EV sales share,Vans,EV,2013,percent,0.4399999976158142
Denmark,Historical,EV stock share,Trucks,EV,2013,percent,0.026000000536441803
Denmark,Historical,EV stock share,Buses,EV,2013,percent,0.06800000369548798
Denmark,Historical,EV sales share,Trucks,EV,2013,percent,0.023000000044703484
Denmark,Historical,EV stock share,Vans,EV,2013,percent,0.07999999821186066
Denmark,Historical,EV sales share,Buses,EV,2013,percent,0.4099999964237213
Denmark,Historical,EV charging points,EV,Publicly available fast,2013,charging points,56
Denmark,Historical,EV charging points,EV,Publicly available slow,2013,charging points,500
Denmark,Historical,EV sales share,Cars,EV,2013,percent,0.2800000011920929
Denmark,Historical,EV stock share,Cars,EV,2013,percent,0.06800000369548798
Denmark,Historical,EV stock share,Cars,EV,2014,percent,0.12999999523162842
Denmark,Historical,EV sales share,Cars,EV,2014,percent,0.8500000238418579
Denmark,Historical,EV charging points,EV,Publicly available fast,2014,charging points,120
Denmark,Historical,EV charging points,EV,Publicly available slow,2014,charging points,810
Denmark,Historical,EV stock share,Vans,EV,2014,percent,0.09200000017881393
Denmark,Historical,EV stock share,Buses,EV,2014,percent,0.06700000166893005
Denmark,Historical,EV stock share,Trucks,EV,2014,percent,0.027000000700354576
Denmark,Historical,EV sales share,Vans,EV,2014,percent,0.17000000178813934
Denmark,Historical,EV sales,Cars,BEV,2014,sales,1500
